code_activity,name_activity,description,ar_name_activity,ar_description,category_code,category_name_fr,category_name_ar,subcategory_code,subcategory_name_fr,subcategory_name_ar,subfield,field
072232,Typographiste,,مصمم الخطوط,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072231,Typographe,,خطاط,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072230,Scannériste,,نساخ في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072229,Retoucheur-chromiste,,منمق-منقح بالكروم,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072228,Retoucheur hélio,,منمق روتوغرافي (هليو),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072227,Responsable du service prépresse,,مسؤول مصلحة ما قبل الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072226,Responsable d'atelier de photogravure,,مسؤول ورشة الحفر الضوئي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072225,Photograveur,,حافر ضوئي ,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072224,Photocompositeur,,مصمم الصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072223,Opérateur scanner,,مشغل الماسح الضوئي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072222,Opérateur en Publication Assistée par Ordinateur-PAO,,مشغل في النشر بمساعدة الكمبيوتر (PAO),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072221,Operateur Computer To Plate-CTP,,مشغل الكمبيوتر إلى اللوحة (CTP),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072220,Monteur-copiste en industrie graphique,,مركب وناسخ في صناعة الجرافيك,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072219,Monteur sur table,,مركب الطباعة على الطاولة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072218,Monteur scanneur,,مركب الماسح في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072217,Monteur en imposition,,مركب في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072216,Metteur en page texte/image,,مرتب الصفحات نص/صورة في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072215,Metteur en page,,مرتب الصفحات في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072214,Maquettiste d'exécution publicitaire,,مصمم النماذج التنفيذي في الإعلان,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072213,Maquettiste d'exécution en imprimerie,,مصمم النماذج التنفيذي في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072212,Maquettiste d'exécution édition,,مصمم النماذج التنفيذي في النشر,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072211,Maquettiste d'exécution en Publication Assistée par Ordinateur-PAO,,مصمم النماذج التنفيذي في النشر بمساعدة الكمبيوتر (PAO),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072210,Maquettiste,,مصمم النماذج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072209,Infographiste concepteur,,مصمم الانفوغراف المفهوم,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072208,Infographe,,مصمم الانفوغراف,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072207,Graveur hélio,,طباعة روتوغرافية ,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072206,Flasheur,,مساعد المصمم الضوئي في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072205,Développeur (film plaque et autre),,مطور طباعة (أفلام وصفائح وغيرها),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072204,Copiste,,ناسخ في الطباعة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072203,Compositeur en Publication Assistée par Ordinateur-PAO,,ملحن في النشر بمساعدة الكمبيوتر (PAO),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072202,Claviste en Publication Assistée par Ordinateur-PAO,,محرر نصوص في النشر بمساعدة الكمبيوتر (PAO),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072201,Aide photograveur,,مساعد محور الحفر الضوئي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072200,Prépresse,ما قبل الطباعة,101,7
072109,Photographe scolaire,,مصور مدرسي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,101,7
072108,Photographe itinérant,,مصور متنقل,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,101,7
072107,Photographe événementiel,,مصور التظاهرات,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,101,7
072106,Photographe de sport,,مصور رياضي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,101,7
072105,Photographe de reportage,,مصور ربورتاجات,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,101,7
072104,Photographe,,مصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,100,7
072103,Opérateur de laboratoire photographique,,مشغل مخبر الصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,100,7
072102,Développeur de photographies,,مطور الصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,100,7
072101,Assistant photographe,,مساعد مصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072100,Photographie,التصوير,100,7
072003,Technicien opérateur de projection cinéma,,تقني مشغل في العرض السينمائي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072000,Projection cinématographique,العرض السينمائي,100,7
072002,Projectionniste,,عارض أفلام,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072000,Projection cinématographique,العرض السينمائي,100,7
072001,Opérateur projectionniste cinéma,,مشغل/ عارض الأفلام السينمائية,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",072000,Projection cinématographique,العرض السينمائي,100,7
071908,Web designer,,مصمم الويب,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,100,7
071907,Story boarder,,كاتب قصص مصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,100,7
071906,Infographiste multimédia,,مصمم الرسومات بالحاسوب (إنفوغرافيك) وسائل الإعلام,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,99,7
071905,Illustrateur multimédia,,رسام القصص المصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,99,7
071904,Designer en contenu multimédia,,مصمم في محتوى وسائل الإعلام,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,99,7
071903,Animateur 3D,,أنفوغرافي ثلاثي الأبعاد,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,98,7
071902,Animateur 2D,,أنفوغرافي ثنائي الأبعاد,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,98,7
071901,Affichiste illustrateur,,رسام الرسومات التوضيحية في وسائل الإعلام,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071900,Réalisation de produits multimédias,إنجاز مواد إعلامية,98,7
071810,Superviseur monteur postproduction,,مشرف مركب ما بعد الإنتاج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),98,7
071809,Opérateur PADPrêt A Diffuser,,منسق المحتويات السمعية البصرية الجاهزة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),98,7
071808,Monteur vidéo,,مركب الفيديو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),98,7
071807,Monteur sous titres,,مركب حاشية العنونة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),98,7
071806,Monteur postproduction,,مركب ما بعد الإنتاج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),98,7
071805,Monteur adjoint postproduction,,مساعد مركب ما بعد الإنتاج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),97,7
071804,Mixeur,,مكلف بالمزج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),97,7
071803,Etalonneur numérique,,معير رقمي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),97,7
071802,Chef monteur postproduction,,رئيس مركب ما بعد الإنتاج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),97,7
071801,Assistant monteur postproduction,,مساعد مركب ما بعد الإنتاج,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071800,Montage et post-production,التركيب ومرحلة ما بعد الانتاج (المونتاج),97,7
071714,Travelling man,,محرك الكاميرا على سكة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,97,7
071713,Technicien plateau,,تقني البلاطو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,97,7
071712,Manutentionnaire de plateau,,توضيب  البلاطو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,97,7
071711,Machiniste vidéo,,منسق ديكور عام,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,97,7
071710,Machiniste théatre,,منسق ديكور مسرح,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,97,7
071709,Machiniste télévision,,منسق ديكور التلفزيون,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071708,Machiniste spectacle,,منسق ديكور عروض ,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071707,Machiniste en décors,,مشغل عرض ديكور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071706,Machiniste en chef,,مشغل عرض رئيسي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071705,Machiniste constructeur de décors,,مشغل ومصمم آلات الديكور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071704,Machiniste cinema,,مشغل آلات السينما,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071703,Cintrier machiniste,,مشغل آلات دعائم الستائر,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071702,Chef machiniste spectacle,,رئيس مشغل آلات العرض,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071701,Chef atelier machinerie,,رئيس ورشة الآلات,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071700,Machinerie spectacle,آلات العرض,96,7
071615,Technicien du son,,تقني الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,96,7
071614,Technicien de sonorisation,,تقني أجهزة تكبير الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,96,7
071613,Sonorisateur,,منتج الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,96,7
071612,Preneur de son,,مشغل ملتقط الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,96,7
071611,Perchman,,حامل عصا الميكروفون,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,96,7
071610,Opérateur prise de son,,مشغل التقاط الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071609,Opérateur de prise de son specialisé,,مشغل مختص في التقاط الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071608,Ingénieur du son,,مهندس الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071607,Chef opérateur du son,,رئيس مشغل الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071606,Chef opérateur de prise de son,,رئيس مشغل التقاط الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071605,Chef d'atelier son,,رئيس ورشة الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071604,Bruiteur,,مكلف بإحداث الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071603,Backliner,,مكلف بأجهزة الصوت (باكلينر),,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071602,Assistant son,,مساعد الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071601,Assistant de prise de son,,مساعد ملتقط الصوت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071600,Prise de son et sonorisation,التقاط الصوت والبث الصوتي,95,7
071526,Technicien vidéo,,تقني فيديو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,95,7
071525,Technicien d'exploitation vidéo,,تقني تشغيل فيديو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,95,7
071524,Technicien d'exploitation et de maintenance des équipements audiovisuels,,تقني تشغيل وصيانة المعدات السمعية والبصرية,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,95,7
071523,Technicien banc de titre,,تقني طاولة تصوير عناوين متحركة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,95,7
071522,Technicien prompteur,,تقني شاشة التلقين,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,95,7
071521,Preneur d'image,,ملتقط الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071520,Premier assistant opérateur,,مشغل تجهيزات التصوير,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071519,Pointeur,,مدقق الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071518,Photographe de plateau,,مصور البلاطو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071517,Opérateur vidéo,,مشغل فيديو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071516,Opérateur sur louma,,مشغل كاميرا على ذراع,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071515,Opérateur steadycam,,مشغل كاميرا بمثبت,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071514,Opérateur prise de vue specialisé,,مشغل التقاط الصور مختص,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071513,Opérateur image,,مشغل الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071512,Opérateur de plateau,,مشغل البلاطو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071511,Ingénieur de la vision,,مهندس التصوير الرقمي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071510,Directeur de la photo,,مدير التصوير,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071509,Deuxième assistant operateur,,مساعد ثاني مشغل,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071508,Chef opérateur vidéo,,رئيس مشغل الفيديو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071507,Chef opérateur d'image,,رئيس مشغل الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071506,Chef opérateur de prise de vue,,رئيس مشغل التقاط الصور,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071505,Cameraman,,مصور بالكاميرا,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071504,Cadreur,,مؤطر الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071503,Assistant opérateur sur louma,,مساعد مشغل كاميرا على ذراع,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071502,Assistant cameraman,,مساعد مصور بالكاميرا,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071501,Assistant cadreur,,مساعد مؤطر الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071500,Image cinématographique et télévisuelle,الصورة السينمائية والتليفزيونية,94,7
071420,Technicien lumière,,تقني الاضاءة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,94,7
071419,Pupitreur spectacle,,مكلف بوحدة التحكم العرض,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,94,7
071418,Pupitreur image,,مكلف بوحدة التحكم في الصورة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,94,7
071417,Pupitre man,,مشغل اللوحة التقنية,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,94,7
071416,Poursuiteur,,متقفي اضاءة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,94,7
071415,Opérateur poursuite,,مشغل إضاءة متقفي,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,93,7
071414,Opérateur lumière,,مشغل اضاءة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,93,7
071413,Groupiste,,مكلف بالمولدات الكهربائية للعروض,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,93,7
071412,Electricien plateau,,كهربائي المرحلة,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,93,7
071411,Electricien jeu d'orgues,,كهربائي البلاطو,,070000,"Services culturels, de communication et d'audiovisuel","الخدمات الثقافية,و الاتصال و السمعي البصري",071400,Éclairage spectacle,اضاءة العروض,93,7
